part_number,Model,N,MAE,RMSE,WAPE_pct,Forecast_Bias,R2
Part 61,3-day Moving Average,37,24.243243243243242,31.247774695543097,58.43648208469055,-3.3423423423423424,-0.25498875878454674
Part 61,LightGBM,37,23.0152159030187,30.36579583202058,55.476416183172105,-5.377973214841669,-0.18514361735384943
Part 61,CatBoost,37,23.675028937216748,28.75789895364686,57.06684499524558,-4.80315833127327,-0.06295762931812421
Part 62,XGBoost,37,46.24386693335868,60.46315424745104,53.99252371518685,-17.444319170874518,0.23895252064446648
Part 62,3-day Moving Average,37,39.87387387387387,57.940738078912396,46.55516987482907,-19.26126126126126,0.3011271025100951
Part 62,LightGBM,37,42.46007510759459,57.24160182073345,49.57471691325338,-20.15384105838555,0.31789111111481416
Part 62,CatBoost,37,42.851487324002306,58.055866278396216,50.031714452132704,-24.51037201784083,0.29834702348513786
Part 63,XGBoost,37,85.15983908885234,107.86159875376829,47.40355117026533,-50.3500584525031,-0.4016358741665613
Part 63,3-day Moving Average,37,76.0900900900901,99.23173351774591,42.35494709392709,-11.531531531531533,-0.18632219196283972
Part 63,LightGBM,37,93.53962833718955,113.70523098356729,52.06809460622858,-45.269741013903854,-0.5576231298319767
Part 63,CatBoost,37,88.89299480439104,107.85794228572271,49.48158278565471,-44.583214657576335,-0.4015408459085674
Part 64,XGBoost,37,19.74227370442571,24.04082082145124,56.84545735904679,5.059009539114462,-0.4041724326474756
Part 64,3-day Moving Average,37,18.594594594594593,23.34800053814307,53.540856031128406,-2.072072072072072,-0.3244063323497699
Part 64,LightGBM,37,18.971870657915975,23.708120490758382,54.627176213454554,0.5120302595248641,-0.3655767400542176
Part 64,CatBoost,37,20.486503647327112,25.02087773398837,58.98837626078623,-2.0658510302300748,-0.5209920381251609
Part 65,XGBoost,37,155.30084535237904,191.04828777709082,47.70157129369106,-71.83537063083133,-1.0866718529481019
Part 65,3-day Moving Average,37,122.40540540540538,167.12758788013016,37.597542752780996,7.504504504504508,-0.5968500955031983
Part 65,LightGBM,37,168.28298685425324,204.00617431138804,51.68911268144919,-81.20097077515516,-1.3793289109997673
Part 65,CatBoost,37,164.71171420722945,192.50723116948043,50.59217520892819,-67.89679487428036,-1.1186633479664603
Part 66,XGBoost,37,353.5082905872448,420.28556667626407,53.45678744371447,-146.6542206970421,-0.8025729619439432
