document_id,part_number,Model,N,Actual_Total,Actual_Mean,Zero_Actual_Count,Over_Prediction_Count,Exact_Count,Under_Prediction_Count,MAE,RMSE,WAPE_pct,Forecast_Bias,R2
part_45__catboost,Part 45,CatBoost,1,0.0,0.0,1,1,0,0,0.087054633276459,0.087054633276459,,0.087054633276459,
part_45__lstm,Part 45,LSTM,1,0.0,0.0,1,1,0,0,0.8223902,0.8223902,,0.8223902,
part_45__3_day_moving_average,Part 45,3-day Moving Average,1,0.0,0.0,1,0,1,0,0.0,0.0,,0.0,
part_45__d_3_plan_reference,Part 45,D+3 Plan Reference,1,0.0,0.0,1,0,1,0,0.0,0.0,,0.0,
part_46__xgboost,Part 46,XGBoost,9,4.0,0.4444444444444444,5,1,4,4,0.44342013555555554,0.6421238849199056,99.76953049999999,-0.4070501822222222,-0.66990848851776
part_46__lightgbm,Part 46,LightGBM,9,4.0,0.4444444444444444,5,7,0,2,0.5135190244763403,0.7786168170003238,115.54178050717658,0.38351433000246765,-1.4552887982486484
part_46__catboost,Part 46,CatBoost,9,4.0,0.4444444444444444,5,2,3,4,0.31604203079174,0.4687696700524534,71.1094569281415,-0.16170424544836276,0.11003273557760163
part_46__lstm,Part 46,LSTM,9,4.0,0.4444444444444444,5,9,0,0,2.057767244444444,2.394130587276634,462.9976299999999,2.057767244444444,-22.214038139180918
part_46__3_day_moving_average,Part 46,3-day Moving Average,9,4.0,0.4444444444444444,5,3,2,4,0.4074074063036177,0.5328701685665008,91.66666641831398,-0.18518517745865715,-0.1499999970197683
part_46__d_3_plan_reference,Part 46,D+3 Plan Reference,9,4.0,0.4444444444444444,5,2,6,1,0.3333333333333333,0.5773502691896257,75.0,0.1111111111111111,-0.34999999999999987
part_47__xgboost,Part 47,XGBoost,9,160.0,17.77777777777778,0,1,0,8,9.030342288888889,10.234419078753167,50.795675375,-8.180661622222223,-2.9682928177003234
part_47__lightgbm,Part 47,LightGBM,9,160.0,17.77777777777778,0,2,0,7,10.12224599497423,12.492643340537425,56.93763372173005,-9.007992332005086,-4.912702127382507
part_47__catboost,Part 47,CatBoost,9,160.0,17.77777777777778,0,2,0,7,7.1024845718317655,7.561221581364296,39.95147571655368,-4.238178987604688,-1.1660139457444454
part_47__lstm,Part 47,LSTM,9,160.0,17.77777777777778,0,2,0,7,10.99763331111111,12.235419626658615,61.861687374999995,-10.16411531111111,-4.671723558781221
part_47__3_day_moving_average,Part 47,3-day Moving Average,9,160.0,17.77777777777778,0,8,0,1,7.888888782925076,9.953595874080746,44.37499940395355,7.296296119689941,-2.7535078282441052
part_47__d_3_plan_reference,Part 47,D+3 Plan Reference,9,160.0,17.77777777777778,0,2,0,7,10.555555555555555,13.44536268673247,59.375,-9.222222222222221,-5.848924228250702
part_48__xgboost,Part 48,XGBoost,9,143.0,15.88888888888889,2,1,2,6,7.391549311111111,9.997984267458541,46.52024041958042,-7.125179911111112,0.22902924753378118
part_48__lightgbm,Part 48,LightGBM,9,143.0,15.88888888888889,2,2,0,7,6.161538176127109,8.25498912609574,38.77891159800278,-5.339627945468541,0.474411304205992
part_48__catboost,Part 48,CatBoost,9,143.0,15.88888888888889,2,3,0,6,7.1393307954671865,9.212881944644135,44.93285116028299,-4.495409197684345,0.34535777072920004
part_48__lstm,Part 48,LSTM,9,143.0,15.88888888888889,2,2,0,7,13.998633636666666,17.31833168528827,88.10328862237762,-13.748539274444445,-1.3132635308793028
part_48__3_day_moving_average,Part 48,3-day Moving Average,9,143.0,15.88888888888889,2,1,2,6,14.074074109395346,17.225447752599106,88.57808880039029,-8.962962998284233,-1.288516479954223
part_48__d_3_plan_reference,Part 48,D+3 Plan Reference,9,143.0,15.88888888888889,2,1,2,6,6.111111111111111,9.551032521262936,38.46153846153847,-5.444444444444445,0.29641972957531904
part_49__xgboost,Part 49,XGBoost,9,76.0,8.444444444444445,0,4,0,5,6.683568066666666,9.378933306409255,79.14751657894736,3.8619607333333335,-0.9020596869332356
part_49__lightgbm,Part 49,LightGBM,9,76.0,8.444444444444445,0,5,0,4,7.055604250255298,9.195207445432688,83.55320822670748,3.456013941032155,-0.8282698977917244
part_49__catboost,Part 49,CatBoost,9,76.0,8.444444444444445,0,4,0,5,3.3520141219313713,4.246434339010567,39.69490407550308,0.4544540692566813,0.6100884751100435
part_49__lstm,Part 49,LSTM,9,76.0,8.444444444444445,0,3,0,6,5.09900271111111,7.7603789624310515,60.382926842105256,-4.597810555555555,-0.302216234085408
part_49__3_day_moving_average,Part 49,3-day Moving Average,9,76.0,8.444444444444445,0,7,0,2,10.259259276919895,11.694147612126198,121.49122827931453,4.7777778307596845,-1.9570208644714215
part_49__d_3_plan_reference,Part 49,D+3 Plan Reference,9,76.0,8.444444444444445,0,3,0,6,6.777777777777778,9.374907406950156,80.26315789473685,1.8888888888888888,-0.9004271222637479
part_5__xgboost,Part 5,XGBoost,9,273.0,30.333333333333332,0,3,0,6,8.62153311111111,11.624797339158505,28.422636630036628,-7.529532888888888,0.4928176736494746
part_5__lightgbm,Part 5,LightGBM,9,273.0,30.333333333333332,0,3,0,6,6.8755578798012555,11.48608132930159,22.66667432901513,-3.0474505449585783,0.5048496335571412
part_5__catboost,Part 5,CatBoost,9,273.0,30.333333333333332,0,3,0,6,12.422379451838687,17.928903091853037,40.95289929177589,-1.9147157634797591,-0.2064262279789475
part_5__lstm,Part 5,LSTM,9,273.0,30.333333333333332,0,3,0,6,16.740884555555553,22.23093246694398,55.1897293040293,-10.050862333333333,-0.8548495517716492
part_5__3_day_moving_average,Part 5,3-day Moving Average,9,273.0,30.333333333333332,0,5,0,4,24.55555576748318,30.524024628537028,80.95238165104345,3.9629633161756725,-2.4968493393293643
part_5__d_3_plan_reference,Part 5,D+3 Plan Reference,9,273.0,30.333333333333332,0,3,0,6,14.666666666666666,16.302692347516643,48.35164835164835,-7.111111111111111,0.002502085070892446
part_50__xgboost,Part 50,XGBoost,9,624.0,69.33333333333333,0,2,0,7,34.48492907777777,43.53367928077806,49.737878477564095,-30.510122855555558,-2.6586510264896615
part_50__lightgbm,Part 50,LightGBM,9,624.0,69.33333333333333,0,3,0,6,33.684937978965664,44.03229014515544,48.584045161969705,-24.013763689736617,-2.7429393348014535
part_50__catboost,Part 50,CatBoost,9,624.0,69.33333333333333,0,5,0,4,27.594560860958616,34.92035406782826,39.799847395613384,-2.4682625783115437,-1.3541141471476634
part_50__lstm,Part 50,LSTM,9,624.0,69.33333333333333,0,4,0,5,29.095626333333332,36.69517479621668,41.96484567307692,-19.09347122222222,-1.5994900643337764
part_50__3_day_moving_average,Part 50,3-day Moving Average,9,624.0,69.33333333333333,0,4,0,5,23.70370356241862,30.052628755997763,34.18803398425763,5.555555979410808,-0.7435530794320919
part_50__d_3_plan_reference,Part 50,D+3 Plan Reference,9,624.0,69.33333333333333,0,4,0,5,34.888888888888886,45.723808531952656,50.32051282051282,-22.444444444444443,-3.0360360360360357
part_51__xgboost,Part 51,XGBoost,9,803.0,89.22222222222223,0,1,0,8,38.030113122222225,47.198201473937054,42.62403712328768,-34.52857978888889,-4.514709291330154
part_51__lightgbm,Part 51,LightGBM,9,803.0,89.22222222222223,0,3,0,6,35.3788339157536,41.5237576035986,39.6524913127998,-26.419843527116416,-3.268399085798147
part_51__catboost,Part 51,CatBoost,9,803.0,89.22222222222223,0,2,0,7,22.266711583892523,27.702483365398944,24.956463792656624,-12.963727956718554,-0.8998054508993467
part_51__lstm,Part 51,LSTM,9,803.0,89.22222222222223,0,0,0,9,44.798556222222224,47.304616312346226,50.210087920298875,-44.798556222222224,-4.53960466629345
part_51__3_day_moving_average,Part 51,3-day Moving Average,9,803.0,89.22222222222223,0,4,0,5,25.481480916341145,30.540803511702972,28.559567652188083,-9.555555555555555,-1.309046302273115
part_51__d_3_plan_reference,Part 51,D+3 Plan Reference,9,803.0,89.22222222222223,0,1,0,8,43.333333333333336,50.52831989202799,48.567870485678704,-37.111111111111114,-5.320354523227384
part_52__xgboost,Part 52,XGBoost,9,0.0,0.0,9,0,9,0,0.0,0.0,,0.0,
part_52__lightgbm,Part 52,LightGBM,9,0.0,0.0,9,7,2,0,0.023770809790338843,0.027034715147599406,,0.023770809790338843,
part_52__catboost,Part 52,CatBoost,9,0.0,0.0,9,7,2,0,0.40920815812232386,0.7460489710057306,,0.40920815812232386,
part_52__lstm,Part 52,LSTM,9,0.0,0.0,9,9,0,0,2.4250758777777777,2.5511005023914204,,2.4250758777777777,
part_52__3_day_moving_average,Part 52,3-day Moving Average,9,0.0,0.0,9,3,6,0,1.740740762816535,3.605551348936675,,1.740740762816535,
part_52__d_3_plan_reference,Part 52,D+3 Plan Reference,9,0.0,0.0,9,0,9,0,0.0,0.0,,0.0,
part_53__xgboost,Part 53,XGBoost,9,1019.0,113.22222222222223,0,0,0,9,62.97278922222222,75.2099529385979,55.61875397448478,-62.97278922222222,-6.886049891619877
part_53__lightgbm,Part 53,LightGBM,9,1019.0,113.22222222222223,0,1,0,8,52.338311399339844,68.20204984411879,46.22618278646306,-47.861507774855426,-5.484906847471819
part_53__catboost,Part 53,CatBoost,9,1019.0,113.22222222222223,0,4,0,5,48.20721348448785,58.45412341883579,42.577519269910766,-16.508161124930453,-3.763642824747391
part_53__lstm,Part 53,LSTM,9,1019.0,113.22222222222223,0,2,0,7,49.001115444444444,61.20726268987361,43.278708439646714,-39.329955444444444,-4.222937168415882
part_53__3_day_moving_average,Part 53,3-day Moving Average,9,1019.0,113.22222222222223,0,4,0,5,37.18518575032552,43.21608082719591,32.842656698030396,15.037036471896702,-1.6037521687965768
part_53__d_3_plan_reference,Part 53,D+3 Plan Reference,9,1019.0,113.22222222222223,0,0,0,9,60.333333333333336,82.80297901243247,53.287536800785084,-60.333333333333336,-8.558743545611016
part_54__xgboost,Part 54,XGBoost,9,514.0,57.111111111111114,0,5,0,4,50.03144522222223,59.96885005300902,87.60369785992219,-10.953945000000003,-0.1878922001741392
part_54__lightgbm,Part 54,LightGBM,9,514.0,57.111111111111114,0,5,0,4,43.9793947847547,64.46181322415023,77.00672238575726,-29.810037267602087,-0.37255774153935506
part_54__catboost,Part 54,CatBoost,9,514.0,57.111111111111114,0,5,0,4,68.43625106639149,76.93951915414227,119.83001159484891,15.980753763287389,-0.9553500836846645
part_54__lstm,Part 54,LSTM,9,514.0,57.111111111111114,0,5,0,4,64.78162612222222,70.39414554901221,113.43086285992217,11.995613877777778,-0.6368115174560878
part_54__3_day_moving_average,Part 54,3-day Moving Average,9,514.0,57.111111111111114,0,7,0,2,82.59259276919894,96.99586420077453,144.61738033517327,58.66666677263048,-2.1076494418790443
part_54__d_3_plan_reference,Part 54,D+3 Plan Reference,9,514.0,57.111111111111114,0,1,0,8,41.77777777777778,69.6323679524592,73.15175097276264,-40.666666666666664,-0.6015773462413654
part_55__xgboost,Part 55,XGBoost,9,40.0,4.444444444444445,0,3,0,6,3.9448395888888887,4.246072346862698,88.75889074999999,-0.7851782555555556,-3.245231280110932
part_55__lightgbm,Part 55,LightGBM,9,40.0,4.444444444444445,0,4,0,5,3.8652921089934917,4.845474211525448,86.96907245235357,0.6462850346985645,-4.52839606714887
part_55__catboost,Part 55,CatBoost,9,40.0,4.444444444444445,0,3,0,6,3.563948986440454,4.18885475750852,80.18885219491023,0.2737948643671994,-3.1315896469175657
part_55__lstm,Part 55,LSTM,9,40.0,4.444444444444445,0,2,0,7,3.1797599533333334,4.083854023974003,71.54459895000001,-3.0873719088888887,-2.927055112847155
part_55__3_day_moving_average,Part 55,3-day Moving Average,9,40.0,4.444444444444445,0,4,0,5,2.185185180770026,3.1564161678674747,49.16666656732559,-0.6296296252144707,-1.345930247112764
part_55__d_3_plan_reference,Part 55,D+3 Plan Reference,9,40.0,4.444444444444445,0,4,0,5,3.888888888888889,4.606758320361751,87.5,0.1111111111111111,-3.9970930232558137
part_56__xgboost,Part 56,XGBoost,9,1600.0,177.77777777777777,0,0,0,9,93.53220211111112,101.9201283701109,52.611863687500005,-93.53220211111112,-20.124898767897836
part_56__lightgbm,Part 56,LightGBM,9,1600.0,177.77777777777777,0,2,0,7,76.69386520070935,99.16210928490571,43.140299175399015,-67.32979394757369,-18.99706345328542
part_56__catboost,Part 56,CatBoost,9,1600.0,177.77777777777777,0,1,0,8,50.04424621814296,72.42805360061283,28.149888497705415,-43.67201181053681,-9.66813102732194
part_56__lstm,Part 56,LSTM,9,1600.0,177.77777777777777,0,0,0,9,88.1226108888889,94.1707921582148,49.568968625000004,-88.1226108888889,-17.0346268077369
part_56__3_day_moving_average,Part 56,3-day Moving Average,9,1600.0,177.77777777777777,0,4,0,5,20.148147583007812,23.348143746543933,11.333333015441895,-5.33333502875434,-0.10861162764628562
part_56__d_3_plan_reference,Part 56,D+3 Plan Reference,9,1600.0,177.77777777777777,0,3,0,6,102.11111111111111,116.98765366956938,57.4375,-66.33333333333333,-26.83266382124027
part_57__xgboost,Part 57,XGBoost,9,158.0,17.555555555555557,0,3,0,6,8.733901911111111,10.232426420223442,49.75007417721519,-0.34173768888888856,-0.4999834782575563
part_57__lightgbm,Part 57,LightGBM,9,158.0,17.555555555555557,0,4,0,5,8.450080657602019,9.558978613113352,48.13337083444188,-1.9162981318176913,-0.30903782140124436
part_57__catboost,Part 57,CatBoost,9,158.0,17.555555555555557,0,3,0,6,7.279398086033518,8.957878105538878,41.464925806520036,-4.457653463209706,-0.1495808263970846
part_57__lstm,Part 57,LSTM,9,158.0,17.555555555555557,0,0,0,9,11.653267600000001,13.186510425419389,66.3793724050633,-11.653267600000001,-1.4910874837593262
part_57__3_day_moving_average,Part 57,3-day Moving Average,9,158.0,17.555555555555557,0,4,0,5,9.592592451307508,12.363326721125649,54.641349406182016,-3.5185186598036022,-1.1897770881990195
part_57__d_3_plan_reference,Part 57,D+3 Plan Reference,9,158.0,17.555555555555557,0,3,0,6,11.0,12.151817422372122,62.65822784810127,-3.4444444444444446,-1.1154934559603817
part_58__xgboost,Part 58,XGBoost,9,391.0,43.44444444444444,0,4,0,5,21.179996300000003,23.49058265814083,48.75190964194374,-9.545350744444447,-1.5728992265216832
part_58__lightgbm,Part 58,LightGBM,9,391.0,43.44444444444444,0,4,0,5,28.428227290443598,29.858936274797795,65.43581729258118,-7.524962019642883,-3.1570367322390798
part_58__catboost,Part 58,CatBoost,9,391.0,43.44444444444444,0,3,0,6,15.188259302901336,17.136550586417567,34.960187653737094,-4.235019011355258,-0.3692476770704991
part_58__lstm,Part 58,LSTM,9,391.0,43.44444444444444,0,0,0,9,25.99094222222222,29.575643035923306,59.82569820971867,-25.99094222222222,-3.078529331110814
part_58__3_day_moving_average,Part 58,3-day Moving Average,9,391.0,43.44444444444444,0,1,0,8,15.037037319607204,15.671000358474846,34.61210636226723,-11.629629770914713,-0.14506104254322016
part_58__d_3_plan_reference,Part 58,D+3 Plan Reference,9,391.0,43.44444444444444,0,3,0,6,29.333333333333332,32.93427798915086,67.51918158567774,-8.88888888888889,-4.057448768132628
part_59__xgboost,Part 59,XGBoost,9,324.0,36.0,0,4,0,5,18.791562588888887,21.03548885890009,52.1987849691358,-7.429240366666666,-4.352723284672297
part_59__lightgbm,Part 59,LightGBM,9,324.0,36.0,0,2,0,7,19.497117290574838,22.712980312092732,54.15865914048567,-10.37122837825299,-5.2404775160182915
part_59__catboost,Part 59,CatBoost,9,324.0,36.0,0,3,0,6,11.4992374106295,13.133780714935202,31.9423261406375,-5.465207390255508,-1.0866475306613368
part_59__lstm,Part 59,LSTM,9,324.0,36.0,0,0,0,9,19.65867311111111,22.239560733985208,54.60742530864198,-19.65867311111111,-4.983041068233265
part_59__3_day_moving_average,Part 59,3-day Moving Average,9,324.0,36.0,0,3,0,6,7.962963104248047,10.692676667810039,22.119341956244575,-7.29629643758138,-0.38306452809269187
part_59__d_3_plan_reference,Part 59,D+3 Plan Reference,9,324.0,36.0,0,3,0,6,21.333333333333332,23.56551152284485,59.25925925925925,-13.777777777777779,-5.717741935483871
part_6__xgboost,Part 6,XGBoost,9,916.0,101.77777777777777,0,0,0,9,35.75046855555556,39.90120808402001,35.126006222707424,-35.75046855555556,-35.59495429390051
part_6__lightgbm,Part 6,LightGBM,9,916.0,101.77777777777777,0,6,0,3,24.40946140623716,30.456773184772675,23.983095268136946,-7.373444597977299,-20.321457905540214
part_6__catboost,Part 6,CatBoost,9,916.0,101.77777777777777,0,5,0,4,16.670371398377444,22.19713420401637,16.379185871768232,-3.2234700332263393,-10.325123188581212
part_6__lstm,Part 6,LSTM,9,916.0,101.77777777777777,0,1,0,8,30.552999333333332,36.09688096429492,30.019322489082967,-27.26861622222222,-28.949423962369078
part_6__3_day_moving_average,Part 6,3-day Moving Average,9,916.0,101.77777777777777,0,6,0,3,5.92592536078559,7.571877159988264,5.822415747496759,1.703703138563368,-0.3178204375147864
part_6__d_3_plan_reference,Part 6,D+3 Plan Reference,9,916.0,101.77777777777777,0,0,0,9,26.22222222222222,39.80508063607515,25.76419213973799,-26.22222222222222,-35.41884222474461
part_60__xgboost,Part 60,XGBoost,9,4727.0,525.2222222222222,0,5,0,4,240.82126444444444,298.991428394121,45.85130907552359,78.13308666666669,-1.0911991997158519
part_60__lightgbm,Part 60,LightGBM,9,4727.0,525.2222222222222,0,4,0,5,230.30022440682004,265.9680355447982,43.84814934760695,-50.6457270786949,-0.6547668772930586
part_60__catboost,Part 60,CatBoost,9,4727.0,525.2222222222222,0,5,0,4,282.4403376974743,307.2338028822916,53.775397488412715,-13.50644346874485,-1.2080856792753676
part_60__lstm,Part 60,LSTM,9,4727.0,525.2222222222222,0,0,0,9,354.1014188888889,420.42307246233264,67.41935202030886,-354.1014188888889,-3.1347667150167284
part_60__3_day_moving_average,Part 60,3-day Moving Average,9,4727.0,525.2222222222222,0,7,0,2,233.9629652235243,300.6268187453408,44.54551908211802,90.18518744574652,-1.1141381848360887
part_60__d_3_plan_reference,Part 60,D+3 Plan Reference,9,4727.0,525.2222222222222,0,3,0,6,319.44444444444446,400.07874224957266,60.820816585572246,-194.77777777777777,-2.7442848487193867
part_61__xgboost,Part 61,XGBoost,9,446.0,49.55555555555556,0,4,0,5,20.30588827777778,23.9877665435066,40.97600773542601,0.6964717222222241,0.14658423767884188
part_61__lightgbm,Part 61,LightGBM,9,446.0,49.55555555555556,0,4,0,5,31.017627582226535,34.77279671881538,62.59162516592799,1.2693687970576717,-0.7933302582395108
part_61__catboost,Part 61,CatBoost,9,446.0,49.55555555555556,0,5,0,4,14.747440489243708,18.917334810696893,29.759409059011965,-2.104177861566154,0.4692366414556641
part_61__lstm,Part 61,LSTM,9,446.0,49.55555555555556,0,4,0,5,23.19986711111111,33.364082538161355,46.81587533632287,-15.067078444444443,-0.650970855324142
part_61__3_day_moving_average,Part 61,3-day Moving Average,9,446.0,49.55555555555556,0,2,0,7,30.333333757188583,34.46576434753253,61.21076318715185,-9.814814673529732,-0.7618010377711055
part_61__d_3_plan_reference,Part 61,D+3 Plan Reference,9,446.0,49.55555555555556,0,4,0,5,25.0,29.156664951792944,50.44843049327354,-4.111111111111111,-0.26083055626762364
part_62__xgboost,Part 62,XGBoost,9,1388.0,154.22222222222223,0,0,0,9,85.52102233333333,91.85262922658325,55.45311246397695,-85.52102233333333,-18.7969103465449
part_62__lightgbm,Part 62,LightGBM,9,1388.0,154.22222222222223,0,0,0,9,69.5025325040108,84.9319165828672,45.066483612110744,-69.5025325040108,-15.926067984054697
part_62__catboost,Part 62,CatBoost,9,1388.0,154.22222222222223,0,2,0,7,45.9691032229186,62.500845255503066,29.807055403909754,-35.33194591060019,-8.16613001940439
part_62__lstm,Part 62,LSTM,9,1388.0,154.22222222222223,0,0,0,9,74.27856688888889,79.80409980119762,48.163335878962535,-74.27856688888889,-13.943923579126313
part_62__3_day_moving_average,Part 62,3-day Moving Average,9,1388.0,154.22222222222223,0,2,0,7,16.814815945095486,24.506992556112312,10.902978638750675,-0.5185173882378472,-0.4092702032379165
part_62__d_3_plan_reference,Part 62,D+3 Plan Reference,9,1388.0,154.22222222222223,0,0,0,9,74.55555555555556,96.31949150844,48.34293948126801,-74.55555555555556,-20.76920625724218
part_63__xgboost,Part 63,XGBoost,9,2154.0,239.33333333333334,0,1,0,8,98.22725266666664,125.68959690348169,41.04202757660166,-92.79283933333333,-7.238548668897753
part_63__lightgbm,Part 63,LightGBM,9,2154.0,239.33333333333334,0,1,0,8,95.10421188338398,121.62500170419305,39.73713588442227,-94.9951744423649,-6.714322016218835
part_63__catboost,Part 63,CatBoost,9,2154.0,239.33333333333334,0,6,0,3,82.63088608311165,97.61603775069833,34.525439867595395,-9.471096961910778,-3.9692906150951366
part_63__lstm,Part 63,LSTM,9,2154.0,239.33333333333334,0,1,0,8,63.86827888888888,76.71805466066344,26.68591039925719,-58.80835666666667,-2.0693556146858794
part_63__3_day_moving_average,Part 63,3-day Moving Average,9,2154.0,239.33333333333334,0,6,0,3,35.37037150065104,47.69618448144291,14.778706755146676,21.740743001302082,-0.18636772087093068
part_63__d_3_plan_reference,Part 63,D+3 Plan Reference,9,2154.0,239.33333333333334,0,3,0,6,114.44444444444444,153.3941908214838,47.8180129990715,-98.44444444444444,-11.270715030710395
part_64__xgboost,Part 64,XGBoost,9,471.0,52.333333333333336,0,1,0,8,20.292687888888892,25.396669478785643,38.775836730360936,-19.755439444444445,-24.914809756839908
part_64__lightgbm,Part 64,LightGBM,9,471.0,52.333333333333336,0,0,0,9,19.62198508983575,23.26708302320671,37.49423902516386,-19.62198508983575,-20.750957016424756
part_64__catboost,Part 64,CatBoost,9,471.0,52.333333333333336,0,6,0,3,13.946563354691879,20.83191306221503,26.649484117245624,-9.337711796184673,-16.436238466451634
part_64__lstm,Part 64,LSTM,9,471.0,52.333333333333336,0,0,0,9,28.99820281111111,32.21698998496972,55.410578619957526,-28.99820281111111,-40.70272318403909
part_64__3_day_moving_average,Part 64,3-day Moving Average,9,471.0,52.333333333333336,0,2,0,7,9.740741093953451,11.794014359403674,18.612881071248633,-7.222222010294597,-4.588790055305269
part_64__d_3_plan_reference,Part 64,D+3 Plan Reference,9,471.0,52.333333333333336,0,1,0,8,23.77777777777778,31.457201966410736,45.43524416135881,-21.555555555555557,-38.75892857142857
part_65__xgboost,Part 65,XGBoost,9,3027.0,336.3333333333333,0,3,0,6,123.7104877777778,141.35098931294897,36.78210736703007,-80.77482111111112,-3.451233219905557
part_65__lightgbm,Part 65,LightGBM,9,3027.0,336.3333333333333,0,3,0,6,166.0323657285633,175.26618131857333,49.36542093019721,-85.10067626764285,-5.843509798157215
part_65__catboost,Part 65,CatBoost,9,3027.0,336.3333333333333,0,5,0,4,125.93278705073428,135.59443047039167,37.44285046107065,6.617092095431496,-3.096060353762783
part_65__lstm,Part 65,LSTM,9,3027.0,336.3333333333333,0,0,0,9,158.48956111111113,182.9675215585976,47.12276346217377,-158.48956111111113,-6.45814212356213
part_65__3_day_moving_average,Part 65,3-day Moving Average,9,3027.0,336.3333333333333,0,6,0,3,64.55555555555556,90.48490482312528,19.193921374297986,30.259256998697918,-0.8240423290175345
part_65__d_3_plan_reference,Part 65,D+3 Plan Reference,9,3027.0,336.3333333333333,0,3,0,6,202.55555555555554,237.98856181664604,60.22464486290057,-133.0,-11.618124659636615
part_66__xgboost,Part 66,XGBoost,9,4727.0,525.2222222222222,0,5,0,4,240.57259666666667,298.71144050900295,45.803963824836046,77.97303444444444,-1.0872844634547567
part_66__lightgbm,Part 66,LightGBM,9,4727.0,525.2222222222222,0,4,0,5,230.30022440682004,265.9680355447982,43.84814934760695,-50.6457270786949,-0.6547668772930586
part_66__catboost,Part 66,CatBoost,9,4727.0,525.2222222222222,0,5,0,4,282.4403376974743,307.2338028822916,53.775397488412715,-13.50644346874485,-1.2080856792753676
part_66__lstm,Part 66,LSTM,9,4727.0,525.2222222222222,0,0,0,9,357.72806888888886,425.57824630403707,68.1098502221282,-357.72806888888886,-3.2367883509349777
part_66__3_day_moving_average,Part 66,3-day Moving Average,9,4727.0,525.2222222222222,0,7,0,2,233.9629652235243,300.6268187453408,44.54551908211802,90.18518744574652,-1.1141381848360887
part_66__d_3_plan_reference,Part 66,D+3 Plan Reference,9,4727.0,525.2222222222222,0,3,0,6,319.44444444444446,400.07874224957266,60.820816585572246,-194.77777777777777,-2.7442848487193867
part_67__xgboost,Part 67,XGBoost,9,446.0,49.55555555555556,0,4,0,5,20.30588827777778,23.9877665435066,40.97600773542601,0.6964717222222241,0.14658423767884188
part_67__lightgbm,Part 67,LightGBM,9,446.0,49.55555555555556,0,4,0,5,31.003388905948057,34.757574997024854,62.56289241110594,1.2955678890291003,-0.7917605484597061
part_67__catboost,Part 67,CatBoost,9,446.0,49.55555555555556,0,5,0,4,14.747440489243708,18.917334810696893,29.759409059011965,-2.104177861566154,0.4692366414556641
part_67__lstm,Part 67,LSTM,9,446.0,49.55555555555556,0,5,0,4,18.741149,30.47683567756474,37.81846210762332,-15.059300333333333,-0.3775925320668678
part_67__3_day_moving_average,Part 67,3-day Moving Average,9,446.0,49.55555555555556,0,2,0,7,30.333333757188583,34.46576434753253,61.21076318715185,-9.814814673529732,-0.7618010377711055
part_67__d_3_plan_reference,Part 67,D+3 Plan Reference,9,446.0,49.55555555555556,0,4,0,5,25.0,29.156664951792944,50.44843049327354,-4.111111111111111,-0.26083055626762364
part_68__xgboost,Part 68,XGBoost,9,1388.0,154.22222222222223,0,0,0,9,85.59444511111111,91.92099456895714,55.500720893371756,-85.59444511111111,-18.82639074873251
part_68__lightgbm,Part 68,LightGBM,9,1388.0,154.22222222222223,0,0,0,9,69.49327332535967,84.91835667982139,45.06047982191909,-69.49327332535967,-15.9206637137112
part_68__catboost,Part 68,CatBoost,9,1388.0,154.22222222222223,0,2,0,7,45.9691032229186,62.500845255503066,29.807055403909754,-35.33194591060019,-8.16613001940439
part_68__lstm,Part 68,LSTM,9,1388.0,154.22222222222223,0,3,0,6,35.556215111111115,48.43172319494135,23.05518270893372,-30.322369333333327,-4.503944865067932
part_68__3_day_moving_average,Part 68,3-day Moving Average,9,1388.0,154.22222222222223,0,2,0,7,16.814815945095486,24.506992556112312,10.902978638750675,-0.5185173882378472,-0.4092702032379165
part_68__d_3_plan_reference,Part 68,D+3 Plan Reference,9,1388.0,154.22222222222223,0,0,0,9,74.55555555555556,96.31949150844,48.34293948126801,-74.55555555555556,-20.76920625724218
part_69__xgboost,Part 69,XGBoost,9,2154.0,239.33333333333334,0,1,0,8,98.22725266666664,125.68959690348169,41.04202757660166,-92.79283933333333,-7.238548668897753
part_69__lightgbm,Part 69,LightGBM,9,2154.0,239.33333333333334,0,1,0,8,95.09958007336326,121.6344389944022,39.73520058775623,-95.02373956663223,-6.7155192226994185
part_69__catboost,Part 69,CatBoost,9,2154.0,239.33333333333334,0,6,0,3,82.63088608311165,97.61603775069833,34.525439867595395,-9.471096961910778,-3.9692906150951366
part_69__lstm,Part 69,LSTM,9,2154.0,239.33333333333334,0,0,0,9,152.51231666666666,159.16317760573907,63.723809192200555,-152.51231666666666,-12.211047279522793
part_69__3_day_moving_average,Part 69,3-day Moving Average,9,2154.0,239.33333333333334,0,6,0,3,35.37037150065104,47.69618448144291,14.778706755146676,21.740743001302082,-0.18636772087093068
part_69__d_3_plan_reference,Part 69,D+3 Plan Reference,9,2154.0,239.33333333333334,0,3,0,6,114.44444444444444,153.3941908214838,47.8180129990715,-98.44444444444444,-11.270715030710395
part_7__xgboost,Part 7,XGBoost,9,258.0,28.666666666666668,0,3,0,6,8.66304163333333,13.527859323462984,30.219912674418598,0.6731329666666661,0.7091086540306183
part_7__lightgbm,Part 7,LightGBM,9,258.0,28.666666666666668,0,4,0,5,11.668751084055398,15.579737173372655,40.704945642053715,0.20044743221962977,0.6141727492895924
